date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:48:57	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	http://imagine-export.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-includes/js/jquery/jquery.minf43b.js	(from http://imagine-export.local/)
15:48:57	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	http://imagine-export.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://imagine-export.local/)
15:48:58	10421/10421	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:48:58%20GMT	http://imagine-export.local/wp-json/wp/v2/pages/2	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/wp/v2/pages/2.json	(from http://imagine-export.local/)
15:48:59	257023/257023	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:48:58%20GMT	http://imagine-export.local/wp-json/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/index.html	(from http://imagine-export.local/)
15:48:59	2372/2372	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Oct%202025%2013:48:59%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2F&format=xml	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embedaf38	(from http://imagine-export.local/)
15:48:59	1419/1419	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2268e3aa34-58b%22	http://imagine-export.local/wp-content/themes/ecocoded/js/navigation.min.js?ver=20160720	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/themes/ecocoded/js/navigation.min1f01.js	(from http://imagine-export.local/)
15:48:59	2592/2592	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2268e3aa34-a20%22	http://imagine-export.local/wp-content/themes/ecocoded/js/script.min.js?ver=20160720	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/themes/ecocoded/js/script.min1f01.js	(from http://imagine-export.local/)
15:49:00	1316/1316	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2268e3aa34-524%22	http://imagine-export.local/wp-content/themes/ecocoded/js/accessibility.min.js?ver=20160720	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/themes/ecocoded/js/accessibility.min1f01.js	(from http://imagine-export.local/)
15:49:00	5707/5707	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2268e3a9fc-164b%22	http://imagine-export.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.3	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min8e60.js	(from http://imagine-export.local/)
15:49:01	59579/59579	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2268e3a9fa-e8bb%22	http://imagine-export.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.3	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/js/frontend-modules.min8e60.js	(from http://imagine-export.local/)
15:49:02	44025/44025	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:49:00%20GMT	http://imagine-export.local/imagine-project-description/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/imagine-project-description/index.html	(from http://imagine-export.local/)
15:49:02	21464/21464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267a4f0fe-53d8%22	http://imagine-export.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-includes/js/jquery/ui/core.minb37e.js	(from http://imagine-export.local/)
15:49:02	51018/51018	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:49:01%20GMT	http://imagine-export.local/members/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/members/index.html	(from http://imagine-export.local/)
15:49:03	32362/32362	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2268e3a9fa-7e6a%22	http://imagine-export.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.3	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/js/frontend.min8e60.js	(from http://imagine-export.local/)
15:49:05	132742/132742	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:49:02%20GMT	http://imagine-export.local/scientific-production/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/scientific-production/index.html	(from http://imagine-export.local/)
15:49:05	53525/53525	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:49:03%20GMT	http://imagine-export.local/funding/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/funding/index.html	(from http://imagine-export.local/)
15:49:05	49793/49793	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:49:04%20GMT	http://imagine-export.local/blog/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/blog/index.html	(from http://imagine-export.local/)
15:49:19	154031/154031	---M--	200	added ('OK')	image/png	etag:%2268e3aa37-259af%22	http://imagine-export.local/wp-content/uploads/2025/07/logo-imagine1.png	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/07/logo-imagine1.png	(from http://imagine-export.local/)
15:49:22	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2268e3a9fd-2876e%22	http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
15:49:22	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2268e3a9fd-17ee8%22	http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
15:49:22	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2268e3a9fd-2876e%22	http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
15:49:24	828/828	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Oct%202025%2013:49:23%20GMT	http://imagine-export.local/xmlrpc.php?rsd	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/xmlrpc0db0.php	(from http://imagine-export.local/)
15:49:25	2214/2214	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:49:23%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2F	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embed3260	(from http://imagine-export.local/)
15:49:27	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268e3a9fd-6c7db%22	http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
15:49:27	2176/2176	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:49:25%20GMT	http://imagine-export.local/wp-json/wp/v2/pages/82	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/wp/v2/pages/82.json	(from http://imagine-export.local/imagine-project-description/)
15:49:28	2239/2239	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:49:26%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2Fimagine-project-description%2F	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embed934e.json	(from http://imagine-export.local/imagine-project-description/)
15:49:29	9919/9919	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:49:28%20GMT	http://imagine-export.local/wp-json/wp/v2/pages/86	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/wp/v2/pages/86.json	(from http://imagine-export.local/members/)
15:49:29	2115/2115	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:49:28%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2Fmembers%2F	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embedd2bf.json	(from http://imagine-export.local/members/)
15:49:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Oct%202025%2013:49:29%20GMT	http://imagine-export.local/?p=86	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/index6213.html	(from http://imagine-export.local/members/)
15:49:29	2271/2271	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Oct%202025%2013:49:29%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2Fmembers%2F&format=xml	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embedfc3a	(from http://imagine-export.local/members/)
15:49:31	7454/7454	---M--	200	added ('OK')	image/jpeg	etag:%2268e3aa37-1d1e%22	http://imagine-export.local/wp-content/uploads/2024/04/rpf2.jpg	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2024/04/rpf2.jpg	(from http://imagine-export.local/members/)
15:49:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Oct%202025%2013:49:31%20GMT	http://imagine-export.local/miranda/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/miranda/index.html	(from http://imagine-export.local/members/)
15:49:40	69044/69044	---M--	200	added ('OK')	image/png	etag:%2268e3aa37-10db4%22	http://imagine-export.local/wp-content/uploads/2024/04/qq2.png	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2024/04/qq2.png	(from http://imagine-export.local/members/)
15:49:43	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%2268e3a9fd-286ac%22	http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://imagine-export.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
15:49:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Oct%202025%2013:49:43%20GMT	http://imagine-export.local/perez-fernandez/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/perez-fernandez/index.html	(from http://imagine-export.local/members/)
15:51:17	666098/666098	---M--	200	added ('OK')	image/png	etag:%2268e3aa37-a29f2%22	http://imagine-export.local/wp-content/uploads/2024/04/nm2.png	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2024/04/nm2.png	(from http://imagine-export.local/members/)
15:51:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Oct%202025%2013:51:17%20GMT	http://imagine-export.local/salamanca/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/salamanca/index.html	(from http://imagine-export.local/members/)
15:51:27	57108/57108	---M--	200	added ('OK')	image/jpeg	etag:%2268e3aa37-df14%22	http://imagine-export.local/wp-content/uploads/2025/09/David.jpg	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/David.jpg	(from http://imagine-export.local/members/)
15:51:29	47201/47201	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:51:27%20GMT	http://imagine-export.local/members/marina-iturrate-bobes/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/members/marina-iturrate-bobes/index.html	(from http://imagine-export.local/members/)
15:51:30	45269/45269	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:51:29%20GMT	http://imagine-export.local/members/david-nieto-barba/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/members/david-nieto-barba/index.html	(from http://imagine-export.local/members/)
15:51:31	668666/668666	---M--	200	added ('OK')	image/jpeg	etag:%2268e3aa38-a33fa%22	http://imagine-export.local/wp-content/uploads/2025/09/Marina.jpg	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/Marina.jpg	(from http://imagine-export.local/members/)
15:51:32	43598/43598	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2013:51:31%20GMT	http://imagine-export.local/members/dario-tagarro/	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/members/dario-tagarro/index.html	(from http://imagine-export.local/members/)
15:51:32	94684/94684	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:51:30%20GMT	http://imagine-export.local/wp-json/wp/v2/pages/101	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/wp/v2/pages/101.json	(from http://imagine-export.local/scientific-production/)
15:51:33	2185/2185	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Oct%202025%2013:51:32%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2Fscientific-production%2F	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embed83e0.json	(from http://imagine-export.local/scientific-production/)
15:51:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Oct%202025%2013:51:33%20GMT	http://imagine-export.local/?p=101	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/index198a.html	(from http://imagine-export.local/scientific-production/)
15:51:33	2341/2341	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Oct%202025%2013:51:33%20GMT	http://imagine-export.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fimagine-export.local%2Fscientific-production%2F&format=xml	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-json/oembed/1.0/embed68ad	(from http://imagine-export.local/scientific-production/)
15:51:56	845864/845864	---M--	200	added ('OK')	image/jpeg	etag:%2268e3aa38-ce828%22	http://imagine-export.local/wp-content/uploads/2025/09/Nico.jpeg	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/Nico.jpg	(from http://imagine-export.local/members/)
15:53:53	1623936/1623936	---M--	200	added ('OK')	image/jpeg	etag:%2268e3aa38-18c780%22	http://imagine-export.local/wp-content/uploads/2025/09/JJ.jpg	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/JJ.jpg	(from http://imagine-export.local/members/)
15:54:48	1204780/1204780	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa38-12622c%22	http://imagine-export.local/wp-content/uploads/2025/09/SEIO2023-Presa.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/SEIO2023-Presa.pdf	(from http://imagine-export.local/scientific-production/)
15:56:20	567670/567670	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-8a976%22	http://imagine-export.local/wp-content/uploads/2025/07/IPMU2024-nieto.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/07/IPMU2024-nieto.pdf	(from http://imagine-export.local/scientific-production/)
15:57:13	1231614/1231614	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-12cafe%22	http://imagine-export.local/wp-content/uploads/2025/08/WOEA2024.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/WOEA2024.pdf	(from http://imagine-export.local/scientific-production/)
15:57:33	448206/448206	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-6d6ce%22	http://imagine-export.local/wp-content/uploads/2025/08/IMPU2024_posets.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/IMPU2024_posets.pdf	(from http://imagine-export.local/scientific-production/)
15:58:33	493456/493456	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-78790%22	http://imagine-export.local/wp-content/uploads/2025/08/IPMU2024_raul.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/IPMU2024_raul.pdf	(from http://imagine-export.local/scientific-production/)
15:59:45	446310/446310	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa38-6cf66%22	http://imagine-export.local/wp-content/uploads/2025/09/SMPS2024-Montes.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/SMPS2024-Montes.pdf	(from http://imagine-export.local/scientific-production/)
16:01:09	1330436/1330436	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-144d04%22	http://imagine-export.local/wp-content/uploads/2025/09/IPMU2024-Marina.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/IPMU2024-Marina.pdf	(from http://imagine-export.local/scientific-production/)
16:03:03	703248/703248	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-abb10%22	http://imagine-export.local/wp-content/uploads/2025/08/SEIO2025_David.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/SEIO2025_David.pdf	(from http://imagine-export.local/scientific-production/)
16:12:50	7744059/7744059	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-762a3b%22	http://imagine-export.local/wp-content/uploads/2025/09/GEDM2025-miranda.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/GEDM2025-miranda.pdf	(from http://imagine-export.local/scientific-production/)
16:18:44	10074358/10074358	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa38-99b8f6%22	http://imagine-export.local/wp-content/uploads/2025/09/SEIO2023-David.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/09/SEIO2023-David.pdf	(from http://imagine-export.local/scientific-production/)
16:19:09	7185928/7185928	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-6da608%22	http://imagine-export.local/wp-content/uploads/2025/08/SMPS2024_Quique.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/SMPS2024_Quique.pdf	(from http://imagine-export.local/scientific-production/)
16:19:51	258668/258668	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-3f26c%22	http://imagine-export.local/wp-content/uploads/2025/08/ISIPTA2005-poster-miranda.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/ISIPTA2005-poster-miranda.pdf	(from http://imagine-export.local/scientific-production/)
16:21:53	752615/752615	---M--	200	added ('OK')	application/pdf	etag:%2268e3aa37-b7be7%22	http://imagine-export.local/wp-content/uploads/2025/08/ISIPTA2025-slides-nieto.pdf	C:/Users/nicoc/Desktop/GitHub/Imagine-Web/imagine_HTML/imagine-export.local/wp-content/uploads/2025/08/ISIPTA2025-slides-nieto.pdf	(from http://imagine-export.local/scientific-production/)
